r,Product SKU,Brand,Parent Category,Sub Category 1,Sub Category 2,Brand Category,Product Name,Weight,Dimensions,Optimised Description?,PDP?,Promo Badges,Number of Offer Categories,Bulk Pricing Rules?,Cross Sells Updated?,Number of Images,Filters Correct?,Batteries Included,Part of a Recipe?,Cost Price ex VAT,Selling Price inc VAT,Selling Price ex VAT,Sale Price inc VAT,Calculated Profit % Per Unit,Stock Value,Calculated Revenue ,Availabile Stock,Supplier Stock,Promotion Availability,On Order?,Total Sales this Year,Total Sales Last Year,Best Seller Status
211174,MAKACP-78025,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita P-78025 MAK4 Drill Bit 30x570mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,40.38,62.99,52.49166667,0,23.07%,0,0,0,0,0,0,0,0,F
211175,MAKACP-78031,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita P-78031 MAK4 Drill Bit 32x370mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,39.78,62.06,51.71666667,0,23.08%,0,0,0,0,0,0,0,0,F
211176,MAKACP-78047,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita P-78047 MAK4 Drill Bit 32x570mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,44.51,69.44,57.86666667,0,23.08%,0,0,0,0,0,0,0,0,F
211177,MAKACP-78053,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita P-78053 MAK4 Drill Bit 32x920mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,73.66,114.9,95.75,0,23.07%,0,0,0,0,0,0,0,0,F
211178,MAKACP-78069,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita P-78069 MAK4 Drill Bit 32x1320mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,124.72,194.57,162.1416667,0,23.08%,0,162.1416667,0,0,0,0,0,1,E
211179,MAKACP-78075,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita P-78075 MAK4 Drill Bit 35x370mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,42.15,65.75,54.79166667,0,23.07%,0,0,0,0,0,0,0,0,F
211180,MAKACP-78081,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita P-78081 MAK4 Drill Bit 35x570mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,49.84,77.75,64.79166667,0,23.08%,0,0,0,0,0,0,0,0,F
211181,MAKACP-78097,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita P-78097 MAK4 Drill Bit 35x670mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,62.36,97.28,81.06666667,0,23.08%,0,0,0,0,0,0,0,0,F
211182,MAKACP-78592,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita P-78592 MAK4 SDS Max Drill Bit 35x1320mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,132.79,207.16,172.6333333,0,23.08%,0,0,0,0,0,0,0,0,F
211183,MAKACP-78106,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita P-78106 MAK4 Drill Bit 37x370mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,48.66,75.91,63.25833333,0,23.08%,0,0,0,0,0,0,0,0,F
211184,MAKACP-78112,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita P-78112 MAK4 Drill Bit 37x570mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,56.45,88.07,73.39166667,0,23.08%,0,0,0,0,0,0,0,0,F
211185,MAKACP-78128,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita P-78128 MAK4 Drill Bit 37x920mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,117.31,183,152.5,0,23.08%,0,305,0,0,0,0,0,2,E
211186,MAKACP-78134,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita P-78134 MAK4 Drill Bit 38x370mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,49.84,77.75,64.79166667,0,23.08%,0,0,0,0,0,0,0,0,F
211187,MAKACP-78140,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita P-78140 MAK4 Drill Bit 38x570mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,66.66,103.99,86.65833333,0,23.08%,0,0,0,0,0,0,0,0,F
211188,MAKACP-78156,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita P-78156 MAK4 Drill Bit 40x370mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,60.75,94.78,78.98333333,0,23.09%,0,0,0,0,0,0,0,0,F
211189,MAKACP-78162,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita P-78162 MAK4 Drill Bit 40x570mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,72.04,112.38,93.65,0,23.08%,0,0,0,0,0,0,0,0,F
211190,MAKACP-78178_,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita P-78178 MAK4 Drill Bit 40x920mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,132.79,207.16,172.6333333,0,23.08%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
211191,MAKACP-78184,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita P-78184 MAK4 Drill Bit 40x1320mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,146.77,228.96,190.8,0,23.08%,0,0,0,0,0,0,0,0,F
211192,MAKACP-78190,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita P-78190 MAK4 Drill Bit 45x570mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,113.44,176.96,147.4666667,0,23.07%,0,0,0,0,0,0,0,0,F
211193,MAKACP-78215,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita P-78215 MAK4 Drill Bit 50x570mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,132.79,207.16,172.6333333,0,23.08%,0,0,0,0,0,0,0,0,F
211194,MAKACP-78221,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita P-78221 MAK4 Drill Bit 52x570mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,139.78,218.05,181.7083333,0,23.07%,0,0,0,0,0,0,0,0,F
211195,MAKACB-64381,Makita ,Accessories,Power Tool Accessories,Dust Extraction Accessories,Makita Dust Collection,Makita B-64381 SDS Plus Dust Extraction 12x325mm,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,40.92,63.83,53.19166667,0,23.07%,0,0,0,0,0,0,0,0,F
211196,MAKACB-64397,Makita ,Accessories,Power Tool Accessories,Dust Extraction Accessories,Makita Dust Collection,Makita B-64397 SDS Plus Dust Extraction 14x360mm,Y,Y,,N,N,0,N,#N/A,3,,N/A,N,42.69,66.6,55.5,0,23.08%,0,0,0,0,0,0,0,0,F
211197,MAKACB-64406,Makita ,Accessories,Power Tool Accessories,Dust Extraction Accessories,Makita Dust Collection,Makita B-64406 SDS Plus Dust Extraction 16x360mm,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,45.06,70.29,58.575,0,23.07%,0,0,0,0,0,0,0,0,F
211198,MAKACB-64412,Makita ,Accessories,Power Tool Accessories,Dust Extraction Accessories,Makita Dust Collection,Makita B-64412 SDS Plus Dust Extraction 18x360mm,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,53.33,83.19,69.325,0,23.07%,0,69.325,0,0,0,0,0,1,E
211199,MAKACB-64428,Makita ,Accessories,Power Tool Accessories,Dust Extraction Accessories,Makita Dust Collection,Makita B-64428 SDS Max Dust Extraction 16x600mm,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,93.01,145.1,120.9166667,0,23.08%,0,0,0,0,0,0,0,0,F
211200,MAKACB-64434,Makita ,Accessories,Power Tool Accessories,Dust Extraction Accessories,Makita Dust Collection,Makita B-64434 SDS Max Dust Extraction 18x600mm,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,96.77,150.96,125.8,0,23.08%,0,0,0,0,0,0,0,0,F
211201,MAKACB-64440,Makita ,Accessories,Power Tool Accessories,Dust Extraction Accessories,Makita Dust Collection,Makita B-64440 SDS Max Dust Extraction 20x600mm,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,98.39,153.48,127.9,0,23.07%,0,0,0,0,0,0,0,0,F
211202,MAKACB-64456,Makita ,Accessories,Power Tool Accessories,Dust Extraction Accessories,Makita Dust Collection,Makita B-64456 SDS Max Dust Extraction 22x600mm,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,101.61,158.51,132.0916667,0,23.08%,0,0,0,0,0,0,0,0,F
211203,MAKACB-64462,Makita ,Accessories,Power Tool Accessories,Dust Extraction Accessories,Makita Dust Collection,Makita B-64462 SDS Max Dust Extraction 24x600mm,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,104.29,162.7,135.5833333,0,23.08%,0,0,0,0,0,0,0,0,F
211204,MAKACB-64478,Makita ,Accessories,Power Tool Accessories,Dust Extraction Accessories,Makita Dust Collection,Makita B-64478 SDS Max Dust Extraction 25x600mm,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,105.37,164.38,136.9833333,0,23.08%,0,0,0,0,0,0,0,0,F
211205,MAKACB-64484,Makita ,Accessories,Power Tool Accessories,Dust Extraction Accessories,Makita Dust Collection,Makita B-64484 SDS Max Dust Extraction 28x600mm,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,117.74,183.67,153.0583333,0,23.08%,0,0,0,0,0,0,0,0,F
211206,MAKACB-64490,Makita ,Accessories,Power Tool Accessories,Dust Extraction Accessories,Makita Dust Collection,Makita B-64490 SDS Max Dust Extraction 28x900mm,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,163.97,255.8,213.1666667,0,23.08%,0,0,0,0,0,0,0,0,F
211207,MAKACB-64509,Makita ,Accessories,Power Tool Accessories,Dust Extraction Accessories,Makita Dust Collection,Makita B-64509 SDS Max Dust Extraction 30x600mm,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,121.5,189.54,157.95,0,23.08%,0,0,0,0,0,0,0,0,F
211208,MAKACB-64515,Makita ,Accessories,Power Tool Accessories,Dust Extraction Accessories,Makita Dust Collection,Makita B-64515 SDS Max Dust Extraction 30x900mm,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,169.88,265.02,220.85,0,23.08%,0,0,0,0,0,0,0,0,F
211209,MAKACB-64521,Makita ,Accessories,Power Tool Accessories,Dust Extraction Accessories,Makita Dust Collection,Makita B-64521 SDS Max Dust Extraction 32x600mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,127.42,198.77,165.6416667,0,23.07%,0,0,0,0,0,0,0,0,F
211210,MAKACB-64537,Makita ,Accessories,Power Tool Accessories,Dust Extraction Accessories,Makita Dust Collection,Makita B-64537 SDS Max Dust Extraction 32x900mm,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,177.95,277.6,231.3333333,0,23.08%,0,0,0,0,0,0,0,0,F
211211,MAKACB-64543,Makita ,Accessories,Power Tool Accessories,Dust Extraction Accessories,Makita Dust Collection,Makita B-64543 SDS Max Dust Extraction 35x600mm,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,130.64,203.8,169.8333333,0,23.08%,0,0,0,0,0,0,0,0,F
211212,MAKACB-64559,Makita ,Accessories,Power Tool Accessories,Dust Extraction Accessories,Makita Dust Collection,Makita B-64559 SDS Max Dust Extraction 35x900mm,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,183.86,286.82,239.0166667,0,23.08%,0,0,0,0,0,0,0,0,F
211213,MAKACD-34176,Makita ,Hand Tools,Chisels,,Makita Hand Tools,Makita D-34176 SDS Max Bull Point Chisel 300x18mm,Y,Y,,N,N,0,N,#N/A,3,,N/A,N,7.37,13.27,11.05833333,0,33.35%,0,0,0,0,0,0,0,0,F
211214,MAKACD-34182,Makita ,Hand Tools,Chisels,,Makita Hand Tools,Makita D-34182 SDS Max Bull Point Chisel 400x18mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,8.39,15.1,12.58333333,0,33.32%,0,0,0,0,0,0,0,0,F
211215,MAKACD-34198,Makita ,Hand Tools,Chisels,,Makita Hand Tools,Makita D-34198 SDS Max Bull Point Chisel 600x18mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,10.17,18.3,15.25,0,33.31%,0,0,0,0,0,0,0,0,F
211216,MAKACB-13823,Makita ,Hand Tools,Chisels,,Makita Hand Tools,Makita B-13823 SDS Max Bull Point Chisel 280mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,8.02,14.43,12.025,0,33.31%,0,48.1,0,0,0,0,0,4,E
211217,MAKACB-13839,Makita ,Hand Tools,Chisels,,Makita Hand Tools,Makita B-13839 SDS Max Bull Point Chisel 400mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,8.93,16.07,13.39166667,0,33.32%,0,53.56666667,0,0,0,0,0,4,E
211218,MAKACB-13845,Makita ,Hand Tools,Chisels,,Makita Hand Tools,Makita B-13845 SDS Max Bull Point Chisel 600mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,11.35,20.42,17.01666667,0,33.30%,0,0,0,0,0,0,0,0,F
211219,MAKACB-23064,Makita ,Hand Tools,Chisels,,Makita Hand Tools,Makita B-23064 Spin Action Self Sharpening Bull Point 400mm,Y,Y,,N,N,0,N,#N/A,3,,N/A,N,10.32,18.58,15.48333333,0,33.35%,0,30.96666667,0,0,0,0,0,2,E
211220,MAKACE-13172,Makita ,Hand Tools,Chisels,,Makita Hand Tools,Makita E-13172 Bull Point Self Sharpening 400 for SDS Max Hammers,Y,Y,,N,N,0,N,#N/A,,,N/A,N,14.52,26.14,21.78333333,0,33.34%,0,0,0,0,0,0,0,0,F
211221,MAKACD-34207,Makita ,Hand Tools,Chisels,,Makita Hand Tools,Makita D-34207 SDS Max Cold Chisel 300x25mm,Y,Y,,N,N,0,N,#N/A,3,,N/A,N,7.23,13.02,10.85,0,33.36%,0,10.85,0,0,0,0,0,1,E
211222,MAKACD-34213,Makita ,Hand Tools,Chisels,,Makita Hand Tools,Makita D-34213 SDS Max Cold Chisel 400x25mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,8.39,15.1,12.58333333,0,33.32%,0,0,0,0,0,0,0,0,F
211223,MAKACD-34229,Makita ,Hand Tools,Chisels,,Makita Hand Tools,Makita D-34229 SDS Max Cold Chisel 600x25mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,10.17,18.3,15.25,0,33.31%,0,15.25,0,0,0,0,0,1,E
211224,MAKACB-13851,Makita ,Hand Tools,Chisels,,Makita Hand Tools,Makita B-13851 SDS Max Cold Chisel TL 280x25mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,8.02,14.43,12.025,0,33.31%,0,0,0,0,0,0,0,0,F
211225,MAKACB-13867,Makita ,Hand Tools,Chisels,,Makita Hand Tools,Makita B-13867 SDS Max Cold Chisel TL 400x25mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,8.93,16.07,13.39166667,0,33.32%,0,0,0,0,0,0,0,0,F
211226,MAKACB-13873,Makita ,Hand Tools,Chisels,,Makita Hand Tools,Makita B-13873 SDS Max Cold Chisel TL 600x25mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,11.35,20.42,17.01666667,0,33.30%,0,0,0,0,0,0,0,0,F
211227,MAKACB-64783,Makita ,Hand Tools,Chisels,,Makita Hand Tools,Makita B-64783 SDS Max Cold Chisel LL 400x25mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,11.24,20.24,16.86666667,0,33.36%,0,0,0,0,0,0,0,0,F
211228,MAKACD-34235,Makita ,Hand Tools,Chisels,,Makita Hand Tools,Makita D-34235 SDS Max Scaling Chisel 400x50mm,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,9.79,17.62,14.68333333,0,33.33%,0,0,0,0,0,0,0,0,F
211229,MAKACD-34241,Makita ,Hand Tools,Chisels,,Makita Hand Tools,Makita D-34241 SDS Max Scaling Chisel 300x80mm,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,14.9,26.82,22.35,0,33.33%,0,0,0,0,0,0,0,0,F
211230,MAKACB-13889,Makita ,Hand Tools,Chisels,,Makita Hand Tools,Makita B-13889 SDS Max Wide Chisel 400x50mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,11.08,19.94,16.61666667,0,33.32%,0,0,0,0,0,0,0,0,F
211231,MAKACB-13895,Makita ,Hand Tools,Chisels,,Makita Hand Tools,Makita B-13895 SDS Max Wide Chisel TL 300mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,16.08,28.94,24.11666667,0,33.32%,0,0,0,0,0,0,0,0,F
211232,MAKACB-14015,Makita ,Hand Tools,Chisels,,Makita Hand Tools,Makita B-14015 SDS Max Self Sharpening Wide Chisel 350x50mm,Y,Y,,N,N,0,N,#N/A,3,,N/A,N,14.53,26.15,21.79166667,0,33.32%,0,21.79166667,0,0,0,0,0,1,E
211233,MAKACE-20177,Makita ,Hand Tools,Chisels,,Makita Hand Tools,Makita E-20177 SDS Plus Premium Scaling Chisel 250x40mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,10.22,18.4,15.33333333,0,33.35%,0,15.33333333,0,0,0,0,0,1,E
211234,MAKACE-20183,Makita ,Hand Tools,Chisels,,Makita Hand Tools,Makita E-20183 SDS Plus Premium Tile Chisel 250x50mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,10.45,18.8,15.66666667,0,33.30%,31.34,47,3,0,3,0,0,3,E
211235,MAKACE-20199,Makita ,Hand Tools,Chisels,,Makita Hand Tools,Makita E-20199 SDS Plus Premium Tile Chisel 160x75mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,15.07,27.13,22.60833333,0,33.34%,0,67.825,0,0,0,0,0,3,E
211236,MAKACE-20208,Makita ,Hand Tools,Chisels,,Makita Hand Tools,Makita E-20208 SDS Max Premium Scaling Chisel 380x50mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,14.52,26.14,21.78333333,0,33.34%,0,0,0,0,0,0,0,0,F
211237,MAKACE-20214,Makita ,Hand Tools,Chisels,,Makita Hand Tools,Makita E-20214 SDS Max Premium Tile Chisel 380x50mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,17.75,31.94,26.61666667,0,33.31%,0,0,0,0,0,0,0,0,F
211238,MAKACB-13904,Makita ,Hand Tools,Chisels,,Makita Hand Tools,Makita B-13904 SDS Max Curved Wide Chisel 300mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,25.54,45.97,38.30833333,0,33.33%,0,0,0,0,0,0,0,0,F
211239,MAKACB-13910,Makita ,Hand Tools,Chisels,,Makita Hand Tools,Makita B-13910 SDS Max Wide Chisel TL 350mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,32.04,57.67,48.05833333,0,33.33%,0,0,0,0,0,0,0,0,F
211240,MAKACE-13188,Makita ,Hand Tools,Chisels,,Makita Hand Tools,Makita E-13188 SDS Plus Chisel Set (5 Pieces),Y,Y,,N,N,0,N,#N/A,,,N/A,N,31.08,48.48,40.4,0,23.07%,0,0,0,0,0,0,0,0,F
211241,MAKACE-20220,Makita ,Hand Tools,Chisels,,Makita Hand Tools,Makita E-20220 SDS Plus Premium Chisel Set (3 Pieces),Y,Y,,N,N,0,N,#N/A,,,N/A,N,22.58,35.22,29.35,0,23.07%,0,0,0,0,0,0,0,0,F
211242,MAKACD-40559,Makita ,Hand Tools,Chisels,,Makita Hand Tools,Makita D-40559 SDS Max Chisel Assortment (4 Pieces),Y,Y,,N,N,0,N,#N/A,2,,N/A,N,32.04,49.98,41.65,0,23.07%,0,0,0,0,0,0,0,0,F
211243,MAKACE-13194,Makita ,Hand Tools,Chisels,,Makita Hand Tools,Makita E-13194 SDS Max Chisel Set (5 Pieces),Y,Y,,N,N,0,N,#N/A,,,N/A,N,57.53,89.74,74.78333333,0,23.07%,0,74.78333333,0,0,0,0,0,1,E
211244,MAKACE-20236_,Makita ,Hand Tools,Chisels,,Makita Hand Tools,Makita E-20236 SDS Max Premium Chisel Set (5 Pieces),Y,Y,,N,N,0,N,#N/A,,,N/A,N,59.14,92.25,76.875,0,23.07%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
211258,MAKACE-03246,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Screwdriver Bit Sets,Makita E-03246 Impact Premier Bit Set Ph2-25mm (15 Pieces),Y,Y,,N,N,0,N,#N/A,,,N/A,N,10,15.6,13,0,23.08%,0,65,0,0,0,0,0,5,E
211259,MAKACE-03252,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Screwdriver Bit Sets,Makita E-03252 Impact Premier Bit Set Pz2-25mm (15 Pieces),Y,Y,,N,N,0,N,#N/A,,,N/A,N,9,14.04,11.7,0,23.08%,27,128.7,2,0,2,0,0,11,D
211260,MAKACE-03377,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Screwdriver Bit Sets,Makita E-03377 Impact Premier Double Bit Ph2-50mm (10 Pieces),Y,Y,,N,N,0,N,#N/A,,,N/A,N,8.9,13.88,11.56666667,0,23.05%,62.3,323.8666667,7,0,7,0,0,28,D
211261,MAKACE-03383,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Screwdriver Bit Sets,Makita E-03383 Impact Premier Double Bit Pz2-50mm (10 Pieces),Y,Y,,N,N,0,N,#N/A,,,N/A,N,9.99,17.99,14.99166667,0,33.36%,0,44.975,0,0,0,0,0,3,E
211262,MAKAC-134873-0,Makita ,Accessories,Power Tool Accessories,Multi-Tool Blades & Accessories,Makita Miscellaneous,Makita 134873-0 Bit Adaptor Assy 6900DW,Y,Y,,N,N,0,N,#N/A,,,N/A,N,20,31.2,26,0,23.08%,0,0,0,0,0,0,0,0,F
211263,MAKACB-51867,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Screwdriver Bit Sets,Makita B-51867 Flexible Tough Bit Holder,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,19.37,30.22,25.18333333,0,23.08%,0,50.36666667,0,0,0,0,0,2,E
211264,MAKACB-48767,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Screwdriver Bit Sets,Makita B-48767 Screw Guide Bit Holder,Y,Y,,N,N,0,N,#N/A,,,N/A,N,4.21,6.57,5.475,0,23.11%,0,65.7,0,0,0,5,2,12,D
211265,MAKACB-48751,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Screwdriver Bit Sets,Makita B-48751 Screw Guide Bit Holder,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,4.21,6.57,5.475,0,23.11%,0,65.7,0,0,0,0,1,12,D
211266,MAKACB-52934,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Screwdriver Bit Sets,Makita B-52934 Screw Guide Bit Holder Clear,Y,Y,,N,N,0,N,#N/A,3,,N/A,N,4.21,6.57,5.475,0,23.11%,0,16.425,0,0,0,0,0,3,E
211267,MAKACP-46274,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Screwdriver Bit Sets,Makita P-46274 Screw Guide,Y,Y,,N,N,0,N,#N/A,,,N/A,N,3.93,7.08,5.9,0,33.39%,#N/A,0,0,0,0,0,0,0,F
211268,MAKACP-70574,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita P-70574 Hinge Guide No.6 Pro,Y,Y,,N,N,0,N,#N/A,,,N/A,N,8.88,15.98,13.31666667,0,33.32%,0,13.31666667,0,0,0,0,0,1,E
211269,MAKACP-70580,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita P-70580 Hinge Guide No.8 Pro,Y,Y,,N,N,0,N,#N/A,,,N/A,N,8.88,15.98,13.31666667,0,33.32%,0,0,0,0,0,0,0,0,F
211270,MAKACP-70596,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita P-70596 Hinge Guide No.10 Pro,Y,Y,,N,N,0,N,#N/A,,,N/A,N,8.89,16,13.33333333,0,33.33%,0,26.66666667,0,0,0,0,0,2,E
211271,MAKACE-16639,Makita ,Hand Tools,Socket & Sets,,Makita Hand Tools,"Makita E-16639 Impact Socket Set 3/8"" Sq Impact Black (9 Pieces)",Y,Y,,N,N,0,N,#N/A,2,,N/A,N,15.36,23.96,19.96666667,0,23.07%,0,59.9,0,0,0,0,0,3,E
211272,MAKACE-16592,Makita ,Hand Tools,Socket & Sets,,Makita Hand Tools,"Makita E-16592 Impact Black Impact Socket Set 1/2"" Square (7 Pieces)",Y,Y,,N,N,1,N,#N/A,3,,N/A,N,18.26,29.99,24.99166667,0,26.94%,237.33,1374.541667,13,0,13,0,2,55,D
211273,MAKACE-12289,Makita ,Hand Tools,Socket & Sets,,Makita Hand Tools,"Makita E-12289 Impact Socket Set 1/4"" Sq (8 Pieces)",Y,Y,,N,N,0,N,#N/A,,,N/A,N,13.82,21.57,17.975,0,23.12%,0,35.95,0,0,0,0,0,2,E
211274,MAKACE-02995,Makita ,Accessories,Tool Storage,,Makita Tool Storage,Makita E-02995 Roll Up Pouch,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,7.38,13.28,11.06666667,0,33.31%,0,44.26666667,0,0,0,0,0,4,E
211275,MAKAC-134872-2,Makita ,Hand Tools,Socket & Sets,,Makita Hand Tools,Makita 134872-2 Impact Socket 41-80mm TW1000,Y,Y,,N,N,0,N,#N/A,,,N/A,N,16.67,30.01,25.00833333,0,33.34%,0,0,0,0,0,0,0,0,F
211276,MAKAC-134865-9,Makita ,Hand Tools,Socket & Sets,,Makita Hand Tools,Makita 134865-9 Impact Socket 36-80mm TW1000,Y,Y,,N,N,0,N,#N/A,,,N/A,N,16.13,25.16,20.96666667,0,23.07%,0,0,0,0,0,0,0,0,F
211277,MAKAC-134864-1,Makita ,Hand Tools,Socket & Sets,,Makita Hand Tools,Makita 134864-1 Impact Socket 35-80mm TW1000,Y,Y,,N,N,0,N,#N/A,,,N/A,N,16.67,26.01,21.675,0,23.09%,0,0,0,0,0,0,0,0,F
211278,MAKAC-134867-5,Makita ,Hand Tools,Socket & Sets,,Makita Hand Tools,Makita 134867-5 Impact Socket 12-75mm 6900DW,Y,Y,,N,N,0,N,#N/A,,,N/A,N,18.18,28.35,23.625,0,23.05%,0,0,0,0,0,0,0,0,F
211279,MAKAC-134827-7,Makita ,Hand Tools,Socket & Sets,,Makita Hand Tools,Makita 134827-7 Impact Socket 13-52mm 6900DW,Y,Y,,N,N,0,N,#N/A,3,,N/A,N,3.34,6.01,5.008333333,0,33.31%,0,0,0,0,0,0,0,0,F
211280,MAKAC-134826-9,Makita ,Hand Tools,Socket & Sets,,Makita Hand Tools,Makita 134826-9 Impact Socket 14-38mm 6900DW,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,2.19,3.94,3.283333333,0,33.30%,0,0,0,0,0,0,0,0,F
211281,MAKAC-134828-5,Makita ,Hand Tools,Socket & Sets,,Makita Hand Tools,Makita 134828-5 Impact Socket 14-52mm 6900DW,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,4.12,7.41,6.175,0,33.28%,0,0,0,0,0,0,0,0,F
